# CSP violation baseline — generated by `bin/rails csp:baseline`.
# Pre-existing inline style/script/event-handler debt that csp:report tolerates.
# Goal: burn this list down to zero. Do NOT add new entries by hand.
# Format: <file>|<label>|<code snippet>
app/views/devise/mailer/reset_password_instructions.html.erb|inline style attribute|<p style="margin: 0 0 32px 0; color: #374151; font-size: 16px; line-height: 1.6;">
app/views/devise/mailer/reset_password_instructions.html.erb|inline style attribute|<p style="margin: 0; color: #1e40af; font-size: 14px; line-height: 1.6;">
app/views/devise/mailer/reset_password_instructions.html.erb|inline style attribute|<p style="margin: 0; color: #6b7280; font-size: 14px; line-height: 1.6; text-align: center; word-break: break-all;">
app/views/devise/mailer/reset_password_instructions.html.erb|inline style attribute|<p style="margin: 0; color: #6b7280; font-size: 18px; line-height: 1.6;">
app/views/devise/mailer/reset_password_instructions.html.erb|inline style attribute|<p style="margin: 0; color: #92400e; font-size: 14px; line-height: 1.6;">
app/views/devise/mailer/reset_password_instructions.html.erb|inline style attribute|<table role="presentation" style="border-collapse: collapse; border: 0; border-spacing: 0;">
app/views/devise/mailer/reset_password_instructions.html.erb|inline style attribute|<table role="presentation" style="width: 100%; border-collapse: collapse; border: 0; border-spacing: 0; margin-bottom: 2
app/views/devise/mailer/reset_password_instructions.html.erb|inline style attribute|<table role="presentation" style="width: 100%; border-collapse: collapse; border: 0; border-spacing: 0; margin-bottom: 3
app/views/devise/mailer/reset_password_instructions.html.erb|inline style attribute|<table role="presentation" style="width: 100%; border-collapse: collapse; border: 0; border-spacing: 0;">
app/views/devise/mailer/reset_password_instructions.html.erb|inline style attribute|<td style="background: linear-gradient(135deg, #3b82f6 0%, #1d4ed8 100%); border-radius: 8px;">
app/views/devise/mailer/reset_password_instructions.html.erb|inline style attribute|<td style="padding: 20px; background-color: #eff6ff; border-radius: 8px; border-left: 4px solid #3b82f6;">
app/views/devise/mailer/reset_password_instructions.html.erb|inline style attribute|<td style="padding: 20px; background-color: #fef3c7; border-radius: 8px; border-left: 4px solid #f59e0b;">
app/views/devise/mailer/reset_password_instructions.html.erb|inline style attribute|<td style="padding: 24px; background-color: #f9fafb; border-radius: 8px; border: 1px solid #e5e7eb;">
app/views/devise/mailer/reset_password_instructions.html.erb|inline style attribute|<td style="text-align: center;">
app/views/devise/mailer/reset_password_instructions.html.erb|inline style attribute|Hello <strong style="color: #1f2937;"><%= @resource.email %></strong>,
app/views/devise/mailer/reset_password_instructions.html.erb|inline style attribute|style="color: #3b82f6; text-decoration: underline;">
app/views/devise/mailer/reset_password_instructions.html.erb|inline style attribute|style="display: inline-block; padding: 16px 32px; color: #ffffff; text-decoration: none; font-size: 16px; font-weight: 6
app/views/diagnostic/sso_debug.html.erb|inline style attribute|<div style="font-family: monospace; background: #f5f5f5; padding: 20px; margin: 20px 0;">
app/views/layouts/lender.html.erb|<style> block|<style>
app/views/layouts/lender.html.erb|inline style attribute|<div style="font-size: 12px; color: #999;">Lender</div>
app/views/layouts/mailer.html.erb|<style> block|<style type="text/css">
app/views/layouts/mailer.html.erb|inline style attribute|<a href="<%= privacy_policy_url %>" style="color: #3b82f6; text-decoration: none; margin: 0 8px;">Privacy Policy</a> |
app/views/layouts/mailer.html.erb|inline style attribute|<a href="<%= terms_of_use_url %>" style="color: #3b82f6; text-decoration: none; margin: 0 8px;">Terms of Use</a>
app/views/layouts/mailer.html.erb|inline style attribute|<body style="margin: 0; padding: 0; width: 100%; height: 100%; background-color: #f8fafc; font-family: -apple-system, Bl
app/views/layouts/mailer.html.erb|inline style attribute|<h1 style="margin: 0 0 8px 0; color: #ffffff; font-size: 32px; font-weight: 700; line-height: 1.2; text-align: center; l
app/views/layouts/mailer.html.erb|inline style attribute|<p style="margin: 0 0 16px 0; color: #6b7280; font-size: 13px; line-height: 1.6;">
app/views/layouts/mailer.html.erb|inline style attribute|<p style="margin: 0 0 16px 0; color: #6b7280; font-size: 14px; line-height: 1.6;">
app/views/layouts/mailer.html.erb|inline style attribute|<p style="margin: 0 0 8px 0; color: #6b7280; font-size: 12px; line-height: 1.6;">
app/views/layouts/mailer.html.erb|inline style attribute|<p style="margin: 0; color: #9ca3af; font-size: 11px; line-height: 1.5; max-width: 500px; margin: 0 auto;">
app/views/layouts/mailer.html.erb|inline style attribute|<p style="margin: 0; color: #bae6fd; font-size: 14px; line-height: 1.5; text-align: center;">
app/views/layouts/mailer.html.erb|inline style attribute|<table role="presentation" style="width: 100%; border-collapse: collapse; border: 0; border-spacing: 0; background-color
app/views/layouts/mailer.html.erb|inline style attribute|<table role="presentation" style="width: 100%; border-collapse: collapse; border: 0; border-spacing: 0;">
app/views/layouts/mailer.html.erb|inline style attribute|<table role="presentation" style="width: 600px; max-width: 600px; border-collapse: collapse; border: 0; border-spacing: 
app/views/layouts/mailer.html.erb|inline style attribute|<td align="center" style="padding: 32px 40px;">
app/views/layouts/mailer.html.erb|inline style attribute|<td align="center" style="padding: 40px 0;">
app/views/layouts/mailer.html.erb|inline style attribute|<td style="padding: 0; background-color: #f8fafc; border-top: 1px solid #e5e7eb;">
app/views/layouts/mailer.html.erb|inline style attribute|<td style="padding: 0; background: linear-gradient(135deg, #0891b2 0%, #0c4a6e 100%);">
app/views/layouts/mailer.html.erb|inline style attribute|<td style="padding: 32px 40px; text-align: center;">
app/views/layouts/mailer.html.erb|inline style attribute|<td style="padding: 40px;">
app/views/layouts/mailer.html.erb|inline style attribute|Email: <a href="mailto:info@futureprooffinancial.app" style="color: #0891b2; text-decoration: none;">info@futureprooffin
app/views/layouts/mailer.html.erb|inline style attribute|Website: <a href="<%= root_url %>" style="color: #0891b2; text-decoration: none;">www.futureprooffinancial.app</a>
app/views/layouts/pdf.html.erb|<style> block|<style>
app/views/legal/beneficiary/letter_template_au.html.erb|<style> block|<style>
app/views/legal/beneficiary/letter_template_nz.html.erb|<style> block|<style>
app/views/legal/beneficiary/letter_template_uk.html.erb|<style> block|<style>
app/views/legal/beneficiary/letter_template_us.html.erb|<style> block|<style>
app/views/legal/contracts/mortgage_au.html.erb|<style> block|<style>
app/views/legal/contracts/mortgage_nz.html.erb|<style> block|<style>
app/views/legal/contracts/mortgage_uk.html.erb|<style> block|<style>
app/views/legal/contracts/mortgage_us.html.erb|<style> block|<style>
app/views/legal_documents/credit_guide_au.html.erb|inline style attribute|<div class="alert alert-info" style="border-left: 4px solid #0066cc; background: #e3f2fd; padding: 15px; margin: 20px 0;
app/views/legal_documents/credit_guide_au.html.erb|inline style attribute|<div class="document-footer" style="margin-top: 40px; padding-top: 20px; border-top: 2px solid #1a5490;">
app/views/legal_documents/key_facts_sheet.html.erb|inline event handler|<button onclick="window.print()" class="ml-4 px-4 py-2 bg-blue-600 text-white rounded hover:bg-blue-700">Print / Save PD
app/views/lender/applications/index.html.erb|<style> block|<style>
app/views/lender/applications/show.html.erb|<style> block|<style>
app/views/lender/applications/show.html.erb|inline event handler|<button type="button" class="btn btn-secondary" onclick="toggleRejectionForm()">Cancel</button>
app/views/lender/applications/show.html.erb|inline style attribute|<div class="rejection-section" style="display: none;" id="rejection-form">
app/views/lender/dashboard/account.html.erb|<style> block|<style>
app/views/lender/dashboard/account.html.erb|inline <script>|<script>
app/views/lender/dashboard/account.html.erb|inline event handler|<button class="btn btn-danger" onclick="deactivateAccount()">Deactivate</button>
app/views/lender/dashboard/account.html.erb|inline event handler|<button class="btn btn-danger" onclick="deleteAccount()">Delete</button>
app/views/lender/dashboard/account.html.erb|inline event handler|<button class="btn btn-primary" onclick="savePreferences()">Save Preferences</button>
app/views/lender/dashboard/account.html.erb|inline event handler|<button class="btn btn-secondary" onclick="manageSessions()">View Sessions</button>
app/views/lender/dashboard/application_detail.html.erb|<style> block|<style>
app/views/lender/dashboard/application_detail.html.erb|inline <script>|<script>
app/views/lender/dashboard/application_detail.html.erb|inline style attribute|<span class="value" style="color: #10B981; font-weight: bold;">
app/views/lender/dashboard/application_detail.html.erb|inline style attribute|<span class="value" style="color: #2196F3; font-weight: bold;">
app/views/lender/dashboard/applications.html.erb|<style> block|<style>
app/views/lender/dashboard/index.html.erb|<style> block|<style>
app/views/lender/dashboard/index.html.erb|inline style attribute|<p style="text-align: center; padding: 40px; color: #999;">
app/views/lender/dashboard/index.html.erb|inline style attribute|style="width: <%= bar[:percentage] %>%;"></div>
app/views/lender/dashboard/payments.html.erb|<style> block|<style>
app/views/lender/dashboard/payments.html.erb|inline <script>|<script>
app/views/lender/dashboard/payments.html.erb|inline event handler|<button class="btn btn-secondary" onclick="exportCSV()">📥 Download CSV</button>
app/views/lender/dashboard/payments.html.erb|inline event handler|<button class="btn btn-secondary" onclick="exportPDF()">📄 Download PDF</button>
app/views/lender/dashboard/reports.html.erb|<style> block|<style>
app/views/lender/dashboard/reports.html.erb|inline <script>|<script>
app/views/lender/dashboard/reports.html.erb|inline event handler|<button class="btn btn-secondary" onclick="exportReportCSV()">📥 Download as CSV</button>
app/views/lender/dashboard/reports.html.erb|inline event handler|<button class="btn btn-secondary" onclick="exportReportPDF()">📄 Download as PDF</button>
app/views/lender/dashboard/reports.html.erb|inline event handler|<button class="btn btn-secondary" onclick="printReport()">🖨️ Print</button>
app/views/lender/dashboard/reports.html.erb|inline style attribute|<div class="kpi-fill" style="width: <%= @performance[:activation_rate] %>%"></div>
app/views/lender/dashboard/reports.html.erb|inline style attribute|<div class="kpi-fill" style="width: <%= @performance[:approval_rate] %>%"></div>
app/views/lender/dashboard/reports.html.erb|inline style attribute|<div class="kpi-fill" style="width: <%= [@performance[:avg_portfolio_yield] / 10 * 100, 100].min %>%"></div>
app/views/lender/dashboard/reports.html.erb|inline style attribute|<div class="kpi-fill" style="width: <%= [@performance[:avg_time_to_approval] / 30 * 100, 100].min %>%"></div>
app/views/lender/dashboard/reports.html.erb|inline style attribute|<div class="ltv-fill" style="width: <%= percentage %>%;"></div>
app/views/lender/dashboard/reports.html.erb|inline style attribute|<div class="status-fill" style="width: <%= percentage %>%; background: <%= s[:color] %>;"></div>
app/views/lender/webhooks/test_result.html.erb|inline <script>|<script>
app/views/lender/webhooks/test_result.html.erb|inline event handler|<button onclick="copyToClipboard('<%= j JSON.generate(@test_result[:payload]) %>')" class="btn btn-primary">
app/views/lender_dashboard/lender_dashboard/reports.html.erb|inline style attribute|<div class="bg-blue-600 h-4 rounded-full" style="width: <%= pct %>%"></div>
app/views/lender_portal/legal_documents/index.html.erb|inline style attribute|<div class="summary-value" style="color: #4caf50;"><%= @required_documents.count - @pending_documents.count %></div>
app/views/lender_portal/legal_documents/index.html.erb|inline style attribute|<div class="summary-value" style="color: #ff9800;"><%= @pending_documents.count %></div>
app/views/pages/hero_option_1.html.erb|<style> block|<style>
app/views/pages/hero_option_2.html.erb|<style> block|<style>
app/views/pages/hero_option_3.html.erb|<style> block|<style>
app/views/pages/tax_discussion.pdf.erb|<style> block|<style>
app/views/support/chat.html.erb|<style> block|<style>
app/views/support/chat.html.erb|inline <script>|<script>
app/views/support/chat.html.erb|inline style attribute|<div class="card border-0 shadow-sm" style="height: 80vh; display: flex; flex-direction: column;">
app/views/support/chat.html.erb|inline style attribute|<div class="card-body" id="chat-messages" style="flex: 1; overflow-y: auto; background: #f8f9fa;">
app/views/support/chat.html.erb|inline style attribute|<div class="card-header text-white" style="background: linear-gradient(135deg, #1a5490 0%, #0066cc 100%);">
app/views/support/chat.html.erb|inline style attribute|<div class="p-3 rounded-3 ${isUser ? 'bg-primary text-white' : 'bg-white border'}" style="word-wrap: break-word;">
app/views/support/chat.html.erb|inline style attribute|<div class="p-3 rounded-3 <%= msg['role'] == 'user' ? 'bg-primary text-white' : 'bg-white border' %>" style="word-wrap: 
app/views/support/chat.html.erb|inline style attribute|<div style="font-size: 3rem; opacity: 0.3;"><i class="bi bi-headset"></i></div>
app/views/support/chat.html.erb|inline style attribute|<div style="max-width: 80%;">
app/views/support/chat.html.erb|inline style attribute|<i class="bi bi-clock text-primary" style="font-size: 1.5rem;"></i>
app/views/support/chat.html.erb|inline style attribute|<i class="bi bi-envelope text-primary" style="font-size: 1.5rem;"></i>
app/views/support/chat.html.erb|inline style attribute|<i class="bi bi-telephone text-primary" style="font-size: 1.5rem;"></i>
app/views/support/chat.html.erb|inline style attribute|<small style="opacity: 0.85;">24/7 AI-powered assistance</small>
app/views/support/chat.html.erb|inline style attribute|<span class="badge bg-success"><i class="bi bi-circle-fill" style="font-size: 0.5rem;"></i> Online</span>
app/views/support/chat.html.erb|inline style attribute|<span style="animation: blink 1.4s infinite 0.2s;">●</span>
app/views/support/chat.html.erb|inline style attribute|<span style="animation: blink 1.4s infinite 0.4s;">●</span>
app/views/support/chat.html.erb|inline style attribute|<span style="animation: blink 1.4s infinite 0s;">●</span>
app/views/support/chat.html.erb|inline style attribute|style="resize: none; overflow: hidden;"
app/views/user_mailer/application_submitted.html.erb|inline style attribute|<div style="background-color: #e3f2fd; border-radius: 8px; padding: 20px; max-width: 300px; margin: 0 auto;">
app/views/user_mailer/application_submitted.html.erb|inline style attribute|<div style="display: flex; justify-content: space-between; padding: 12px 16px; border-bottom: 1px solid #e5e7eb;">
app/views/user_mailer/application_submitted.html.erb|inline style attribute|<div style="display: flex; justify-content: space-between; padding: 12px 16px;">
app/views/user_mailer/application_submitted.html.erb|inline style attribute|<div style="font-size: 18px; font-weight: 600; color: #1f2937;">
app/views/user_mailer/application_submitted.html.erb|inline style attribute|<div style="margin-bottom: 24px;">
app/views/user_mailer/application_submitted.html.erb|inline style attribute|<div style="padding: 8px 16px; margin-top: 8px; background-color: #f8fafc; border-radius: 4px;">
app/views/user_mailer/application_submitted.html.erb|inline style attribute|<div style="text-align: center; margin-bottom: 24px;">
app/views/user_mailer/application_submitted.html.erb|inline style attribute|<div style="text-align: center; margin-bottom: 32px;">
app/views/user_mailer/application_submitted.html.erb|inline style attribute|<div style="text-align: center; margin: 32px 0;">
app/views/user_mailer/application_submitted.html.erb|inline style attribute|<h1 style="margin: 0; color: #374151; font-size: 24px; font-weight: 600;">🎉 Application Submitted Successfully!</h1>
app/views/user_mailer/application_submitted.html.erb|inline style attribute|<h3 style="color: #0891b2; margin: 0 0 12px 0; font-size: 16px;">Need Help?</h3>
app/views/user_mailer/application_submitted.html.erb|inline style attribute|<h3 style="color: #0891b2; margin: 0 0 16px 0; font-size: 18px;">What happens next?</h3>
app/views/user_mailer/application_submitted.html.erb|inline style attribute|<h3 style="color: #0891b2; text-align: center; margin: 0 0 16px 0; font-size: 18px;">Personal Information</h3>
app/views/user_mailer/application_submitted.html.erb|inline style attribute|<h3 style="color: #0891b2; text-align: center; margin: 24px 0 16px 0; font-size: 18px;">Income Summary</h3>
app/views/user_mailer/application_submitted.html.erb|inline style attribute|<h3 style="color: #0891b2; text-align: center; margin: 24px 0 16px 0; font-size: 18px;">Loan Summary</h3>
app/views/user_mailer/application_submitted.html.erb|inline style attribute|<h3 style="color: #0891b2; text-align: center; margin: 24px 0 16px 0; font-size: 18px;">Property Summary</h3>
app/views/user_mailer/application_submitted.html.erb|inline style attribute|<hr style="border: none; border-top: 1px solid #e5e7eb; margin: 20px auto; width: 60%;">
app/views/user_mailer/application_submitted.html.erb|inline style attribute|<p style="margin: 0 0 5px 0; color: #374151; font-size: 16px; font-weight: bold;">Document Review</p>
app/views/user_mailer/application_submitted.html.erb|inline style attribute|<p style="margin: 0 0 5px 0; color: #374151; font-size: 16px; font-weight: bold;">Final Approval</p>
app/views/user_mailer/application_submitted.html.erb|inline style attribute|<p style="margin: 0 0 5px 0; color: #374151; font-size: 16px; font-weight: bold;">Property Valuation</p>
app/views/user_mailer/application_submitted.html.erb|inline style attribute|<p style="margin: 0 0 8px 0; color: #374151; font-size: 14px;">Questions about your application?</p>
app/views/user_mailer/application_submitted.html.erb|inline style attribute|<p style="margin: 0; color: #374151; font-size: 14px;">
app/views/user_mailer/application_submitted.html.erb|inline style attribute|<p style="margin: 0; color: #6b7280; font-size: 14px;">Final loan approval and settlement details will be provided to yo
app/views/user_mailer/application_submitted.html.erb|inline style attribute|<p style="margin: 0; color: #6b7280; font-size: 14px;">Independent valuation to confirm current market value</p>
app/views/user_mailer/application_submitted.html.erb|inline style attribute|<p style="margin: 0; color: #6b7280; font-size: 14px;">Our team will review and may request additional documentation for
app/views/user_mailer/application_submitted.html.erb|inline style attribute|<p style="margin: 16px 0 0 0; color: #6b7280; font-size: 14px;">
app/views/user_mailer/application_submitted.html.erb|inline style attribute|<p style="margin: 24px 0 0 0; color: #374151; font-size: 16px;">Dear <%= @user.first_name %>,</p>
app/views/user_mailer/application_submitted.html.erb|inline style attribute|<small style="color: #64748b; font-size: 12px;">
app/views/user_mailer/application_submitted.html.erb|inline style attribute|<span style="color: #16a34a; font-weight: 600;"><%= @application.formatted_home_equity_preserved %></span>
app/views/user_mailer/application_submitted.html.erb|inline style attribute|<span style="color: #333; text-align: right;"><%= @application.address %></span>
app/views/user_mailer/application_submitted.html.erb|inline style attribute|<span style="color: #333;"><%= @application.annuity_duration_years %> years</span>
app/views/user_mailer/application_submitted.html.erb|inline style attribute|<span style="color: #333;"><%= @application.formatted_future_property_value %></span>
app/views/user_mailer/application_submitted.html.erb|inline style attribute|<span style="color: #333;"><%= @application.formatted_growth_rate %></span>
app/views/user_mailer/application_submitted.html.erb|inline style attribute|<span style="color: #333;"><%= @application.formatted_home_value %></span>
app/views/user_mailer/application_submitted.html.erb|inline style attribute|<span style="color: #333;"><%= @application.formatted_loan_value %></span>
app/views/user_mailer/application_submitted.html.erb|inline style attribute|<span style="color: #333;"><%= @application.formatted_monthly_income_amount %></span>
app/views/user_mailer/application_submitted.html.erb|inline style attribute|<span style="color: #333;"><%= @application.formatted_total_income_amount %></span>
app/views/user_mailer/application_submitted.html.erb|inline style attribute|<span style="color: #333;"><%= @application.loan_term %> years</span>
app/views/user_mailer/application_submitted.html.erb|inline style attribute|<span style="color: #333;"><%= @application.mortgage&.formatted_lvr %></span>
app/views/user_mailer/application_submitted.html.erb|inline style attribute|<span style="color: #333;"><%= @application.mortgage&.name %></span>
app/views/user_mailer/application_submitted.html.erb|inline style attribute|<span style="color: #333;"><%= @user.email %></span>
app/views/user_mailer/application_submitted.html.erb|inline style attribute|<span style="color: #333;"><%= @user.full_name %></span>
app/views/user_mailer/application_submitted.html.erb|inline style attribute|<span style="color: #333;"><%= EpmModelConfig.indicative_borrower_rate_pct %>%</span>
app/views/user_mailer/application_submitted.html.erb|inline style attribute|<span style="font-weight: 600; color: #555;">Address:</span>
app/views/user_mailer/application_submitted.html.erb|inline style attribute|<span style="font-weight: 600; color: #555;">Annual Growth:</span>
app/views/user_mailer/application_submitted.html.erb|inline style attribute|<span style="font-weight: 600; color: #555;">Current Value:</span>
app/views/user_mailer/application_submitted.html.erb|inline style attribute|<span style="font-weight: 600; color: #555;">Duration:</span>
app/views/user_mailer/application_submitted.html.erb|inline style attribute|<span style="font-weight: 600; color: #555;">Email:</span>
app/views/user_mailer/application_submitted.html.erb|inline style attribute|<span style="font-weight: 600; color: #555;">Equity Preserved:</span>
app/views/user_mailer/application_submitted.html.erb|inline style attribute|<span style="font-weight: 600; color: #555;">Future Value:</span>
app/views/user_mailer/application_submitted.html.erb|inline style attribute|<span style="font-weight: 600; color: #555;">Interest Rate:</span>
app/views/user_mailer/application_submitted.html.erb|inline style attribute|<span style="font-weight: 600; color: #555;">LVR:</span>
app/views/user_mailer/application_submitted.html.erb|inline style attribute|<span style="font-weight: 600; color: #555;">Loan Term:</span>
app/views/user_mailer/application_submitted.html.erb|inline style attribute|<span style="font-weight: 600; color: #555;">Loan Value:</span>
app/views/user_mailer/application_submitted.html.erb|inline style attribute|<span style="font-weight: 600; color: #555;">Monthly Income:</span>
app/views/user_mailer/application_submitted.html.erb|inline style attribute|<span style="font-weight: 600; color: #555;">Mortgage Type:</span>
app/views/user_mailer/application_submitted.html.erb|inline style attribute|<span style="font-weight: 600; color: #555;">Name:</span>
app/views/user_mailer/application_submitted.html.erb|inline style attribute|<span style="font-weight: 600; color: #555;">Total Income:</span>
app/views/user_mailer/application_submitted.html.erb|inline style attribute|<table role="presentation" style="background-color: #0891b2; width: 24px; height: 24px; border-radius: 50%; border-colla
app/views/user_mailer/application_submitted.html.erb|inline style attribute|<table role="presentation" style="background-color: #f8f9fa; border-radius: 8px; padding: 20px; max-width: 500px; margin
app/views/user_mailer/application_submitted.html.erb|inline style attribute|<table role="presentation" style="background-color: #f9fafb; border: 2px solid #e5e7eb; border-radius: 8px; padding: 32p
app/views/user_mailer/application_submitted.html.erb|inline style attribute|<table role="presentation" style="background-color: #fff3cd; border: 2px solid #ffeaa7; border-radius: 8px; padding: 24p
app/views/user_mailer/application_submitted.html.erb|inline style attribute|<table role="presentation" style="width: 100%; border-collapse: collapse; border: 0; border-spacing: 0; margin: 24px 0;"
app/views/user_mailer/application_submitted.html.erb|inline style attribute|<table role="presentation" style="width: 100%; border-collapse: collapse; border: 0; border-spacing: 0; margin: 32px 0;"
app/views/user_mailer/application_submitted.html.erb|inline style attribute|<td align="center" style="padding: 0;">
app/views/user_mailer/application_submitted.html.erb|inline style attribute|<td align="center" valign="middle" style="color: white; font-size: 12px; font-weight: bold;">1</td>
app/views/user_mailer/application_submitted.html.erb|inline style attribute|<td align="center" valign="middle" style="color: white; font-size: 12px; font-weight: bold;">2</td>
app/views/user_mailer/application_submitted.html.erb|inline style attribute|<td align="center" valign="middle" style="color: white; font-size: 12px; font-weight: bold;">3</td>
app/views/user_mailer/application_submitted.html.erb|inline style attribute|<td style="padding: 16px;">
app/views/user_mailer/application_submitted.html.erb|inline style attribute|<td valign="top" style="padding: 0 0 15px 0; line-height: 1.4;">
app/views/user_mailer/application_submitted.html.erb|inline style attribute|<td valign="top" style="padding: 0; line-height: 1.4;">
app/views/user_mailer/application_submitted.html.erb|inline style attribute|<td width="40" valign="top" style="padding: 0 10px 0 0;">
app/views/user_mailer/application_submitted.html.erb|inline style attribute|<td width="40" valign="top" style="padding: 0 10px 15px 0;">
app/views/user_mailer/security_notification.html.erb|inline style attribute|<a href="<%= edit_user_registration_url %>" class="email-button-link" style="background-color: #dc2626;">Change Password
app/views/user_mailer/security_notification.html.erb|inline style attribute|<a href="mailto:info@futureprooffinancial.app" class="email-button-link" style="background-color: #6b7280;">Contact Supp
app/views/user_mailer/security_notification.html.erb|inline style attribute|<div style="background-color: #ffffff; border-radius: 6px; padding: 20px; border: 1px solid #e5e7eb;">
app/views/user_mailer/security_notification.html.erb|inline style attribute|<div style="font-size: 48px; margin-bottom: 16px;">🔒</div>
app/views/user_mailer/security_notification.html.erb|inline style attribute|<h1 class="email-security-title" style="font-size: 32px;">Security Alert</h1>
app/views/user_mailer/security_notification.html.erb|inline style attribute|<h2 class="email-notice-title-warning" style="font-size: 18px;">New Browser Sign-in Detected</h2>
app/views/user_mailer/security_notification.html.erb|inline style attribute|<h3 style="margin: 0 0 24px 0; color: #374151; font-size: 18px; font-weight: 600;">Sign-in Details:</h3>
app/views/user_mailer/security_notification.html.erb|inline style attribute|<li style="margin-bottom: 8px;">Change your password immediately</li>
app/views/user_mailer/security_notification.html.erb|inline style attribute|<li style="margin-bottom: 8px;">Contact our support team if you need assistance</li>
app/views/user_mailer/security_notification.html.erb|inline style attribute|<li style="margin-bottom: 8px;">Review your account for any unauthorized changes</li>
app/views/user_mailer/security_notification.html.erb|inline style attribute|<p class="email-content-text" style="margin-bottom: 8px;">
app/views/user_mailer/security_notification.html.erb|inline style attribute|<p class="email-content-text" style="margin: 24px 0 16px 0;">
app/views/user_mailer/security_notification.html.erb|inline style attribute|<table role="presentation" class="email-table" style="background-color: #f8fafc; border: 2px solid #e5e7eb; border-radiu
app/views/user_mailer/security_notification.html.erb|inline style attribute|<table role="presentation" class="email-table" style="margin: 32px 0;">
app/views/user_mailer/security_notification.html.erb|inline style attribute|<td style="padding: 0 8px;">
app/views/user_mailer/security_notification.html.erb|inline style attribute|<td style="padding: 20px 24px; border-bottom: 1px solid #f3f4f6; color: #374151; font-size: 14px; font-family: 'Courier 
app/views/user_mailer/security_notification.html.erb|inline style attribute|<td style="padding: 20px 24px; border-bottom: 1px solid #f3f4f6; color: #374151; font-size: 14px;">
app/views/user_mailer/security_notification.html.erb|inline style attribute|<td style="padding: 20px 24px; border-bottom: 1px solid #f3f4f6; color: #374151; font-size: 14px;"><%= @sign_in_time.str
app/views/user_mailer/security_notification.html.erb|inline style attribute|<td style="padding: 20px 24px; border-bottom: 1px solid #f3f4f6; font-weight: 600; color: #6b7280; font-size: 14px; widt
app/views/user_mailer/security_notification.html.erb|inline style attribute|<td style="padding: 20px 24px; border-bottom: 1px solid #f3f4f6; font-weight: 600; color: #6b7280; font-size: 14px;">Bro
app/views/user_mailer/security_notification.html.erb|inline style attribute|<td style="padding: 20px 24px; border-bottom: 1px solid #f3f4f6; font-weight: 600; color: #6b7280; font-size: 14px;">Dev
app/views/user_mailer/security_notification.html.erb|inline style attribute|<td style="padding: 20px 24px; border-bottom: 1px solid #f3f4f6; font-weight: 600; color: #6b7280; font-size: 14px;">IP 
app/views/user_mailer/security_notification.html.erb|inline style attribute|<td style="padding: 20px 24px; border-bottom: 1px solid #f3f4f6; font-weight: 600; color: #6b7280; font-size: 14px;">Lan
app/views/user_mailer/security_notification.html.erb|inline style attribute|<td style="padding: 20px 24px; border-bottom: 1px solid #f3f4f6; font-weight: 600; color: #6b7280; font-size: 14px;">Ope
app/views/user_mailer/security_notification.html.erb|inline style attribute|<td style="padding: 20px 24px; color: #374151; font-size: 14px;"><%= @location %></td>
app/views/user_mailer/security_notification.html.erb|inline style attribute|<td style="padding: 20px 24px; font-weight: 600; color: #6b7280; font-size: 14px;">Location:</td>
app/views/user_mailer/security_notification.html.erb|inline style attribute|<td style="padding: 32px;">
app/views/user_mailer/security_notification.html.erb|inline style attribute|<ul class="email-content-text" style="margin-bottom: 32px; padding-left: 20px;">
app/views/user_mailer/verification_code.html.erb|inline style attribute|<div style="margin: 0; color: #1e40af; font-size: 48px; font-weight: 700; font-family: 'SF Mono', Consolas, 'Liberation 
app/views/user_mailer/verification_code.html.erb|inline style attribute|<div style="text-align: center; margin-bottom: 32px;">
app/views/user_mailer/verification_code.html.erb|inline style attribute|<h1 style="margin: 0; color: #6b7280; font-size: 20px; font-weight: 500;">Enter your 6-digit verification code</h1>
app/views/user_mailer/verification_code.html.erb|inline style attribute|<p style="text-align: center; color: #f59e0b; font-size: 14px; font-weight: 500; margin: 24px 0 0 0;">
app/views/user_mailer/verification_code.html.erb|inline style attribute|<table role="presentation" style="background: linear-gradient(135deg, #f0f9ff 0%, #e0f2fe 100%); border: 2px solid #3b82
app/views/user_mailer/verification_code.html.erb|inline style attribute|<table role="presentation" style="width: 100%; border-collapse: collapse; border: 0; border-spacing: 0; margin: 48px 0;"
app/views/user_mailer/verification_code.html.erb|inline style attribute|<td style="text-align: center; padding: 32px 24px;">
app/views/user_mailer/verification_code.html.erb|inline style attribute|<td style="text-align: center;">
