Rust Profitability Sweep Started: 2025-10-11 10:26:20.826866
Parameters: 1,000,000 paths per scenario
Method: Optimized integrated path generation
Cash Rate: 3.1% (historical average)
Interest Rate Bug Fix: Applied (correct quarterly calculation)
================================================================================

[2025-10-11 10:26:20] Starting Rust profitability sweep with 1,000,000 Monte Carlo paths
[2025-10-11 10:26:20] Total combinations to test: 2,730
[2025-10-11 10:26:20] Using optimized integrated path generation 🚀
[2025-10-11 10:27:15] Progress: 10/2730 (0.4%) | Rate: 0.18 sims/sec | ETA: 247.2 min | Last: Principal+Interest HV=$1,000,000 LD=10y AD=30y XIRR=N/A (⚡ Rust: 5.46s)
[2025-10-11 16:33:55] Progress: 2440/2730 (89.4%) | Rate: 0.11 sims/sec | ETA: 43.7 min | Last: Principal+Interest HV=$9,100,000 LD=10y AD=30y XIRR=N/A (⚡ Rust: 5.23s)
[2025-10-11 16:35:18] Progress: 2450/2730 (89.7%) | Rate: 0.11 sims/sec | ETA: 42.2 min | Last: Principal+Interest HV=$9,100,000 LD=20y AD=20y XIRR=N/A (⚡ Rust: 10.34s)
[2025-10-11 16:37:22] Progress: 2460/2730 (90.1%) | Rate: 0.11 sims/sec | ETA: 40.7 min | Last: Principal+Interest HV=$9,100,000 LD=30y AD=30y XIRR=N/A (⚡ Rust: 15.43s)
[2025-10-11 16:38:15] Progress: 2470/2730 (90.5%) | Rate: 0.11 sims/sec | ETA: 39.1 min | Last: Principal+Interest HV=$9,200,000 LD=10y AD=30y XIRR=N/A (⚡ Rust: 5.25s)
[2025-10-11 16:39:39] Progress: 2480/2730 (90.8%) | Rate: 0.11 sims/sec | ETA: 37.6 min | Last: Principal+Interest HV=$9,200,000 LD=20y AD=20y XIRR=N/A (⚡ Rust: 10.36s)
[2025-10-11 16:41:43] Progress: 2490/2730 (91.2%) | Rate: 0.11 sims/sec | ETA: 36.2 min | Last: Principal+Interest HV=$9,200,000 LD=30y AD=30y XIRR=N/A (⚡ Rust: 15.43s)
[2025-10-11 16:42:36] Progress: 2500/2730 (91.6%) | Rate: 0.11 sims/sec | ETA: 34.6 min | Last: Principal+Interest HV=$9,300,000 LD=10y AD=30y XIRR=N/A (⚡ Rust: 5.23s)
[2025-10-11 16:43:59] Progress: 2510/2730 (91.9%) | Rate: 0.11 sims/sec | ETA: 33.1 min | Last: Principal+Interest HV=$9,300,000 LD=20y AD=20y XIRR=N/A (⚡ Rust: 10.58s)
[2025-10-11 16:46:02] Progress: 2520/2730 (92.3%) | Rate: 0.11 sims/sec | ETA: 31.6 min | Last: Principal+Interest HV=$9,300,000 LD=30y AD=30y XIRR=N/A (⚡ Rust: 15.40s)
[2025-10-11 16:46:53] Progress: 2530/2730 (92.7%) | Rate: 0.11 sims/sec | ETA: 30.1 min | Last: Principal+Interest HV=$9,400,000 LD=10y AD=30y XIRR=N/A (⚡ Rust: 5.06s)
[2025-10-11 16:48:14] Progress: 2540/2730 (93.0%) | Rate: 0.11 sims/sec | ETA: 28.6 min | Last: Principal+Interest HV=$9,400,000 LD=20y AD=20y XIRR=N/A (⚡ Rust: 10.45s)
[2025-10-11 16:50:19] Progress: 2550/2730 (93.4%) | Rate: 0.11 sims/sec | ETA: 27.1 min | Last: Principal+Interest HV=$9,400,000 LD=30y AD=30y XIRR=N/A (⚡ Rust: 15.65s)
[2025-10-11 16:51:11] Progress: 2560/2730 (93.8%) | Rate: 0.11 sims/sec | ETA: 25.6 min | Last: Principal+Interest HV=$9,500,000 LD=10y AD=30y XIRR=N/A (⚡ Rust: 5.12s)
[2025-10-11 16:52:34] Progress: 2570/2730 (94.1%) | Rate: 0.11 sims/sec | ETA: 24.0 min | Last: Principal+Interest HV=$9,500,000 LD=20y AD=20y XIRR=N/A (⚡ Rust: 10.13s)
[2025-10-11 16:54:36] Progress: 2580/2730 (94.5%) | Rate: 0.11 sims/sec | ETA: 22.6 min | Last: Principal+Interest HV=$9,500,000 LD=30y AD=30y XIRR=N/A (⚡ Rust: 15.13s)
[2025-10-11 16:55:28] Progress: 2590/2730 (94.9%) | Rate: 0.11 sims/sec | ETA: 21.0 min | Last: Principal+Interest HV=$9,600,000 LD=10y AD=30y XIRR=N/A (⚡ Rust: 5.21s)
[2025-10-11 16:56:51] Progress: 2600/2730 (95.2%) | Rate: 0.11 sims/sec | ETA: 19.5 min | Last: Principal+Interest HV=$9,600,000 LD=20y AD=20y XIRR=N/A (⚡ Rust: 10.29s)
[2025-10-11 16:58:54] Progress: 2610/2730 (95.6%) | Rate: 0.11 sims/sec | ETA: 18.0 min | Last: Principal+Interest HV=$9,600,000 LD=30y AD=30y XIRR=N/A (⚡ Rust: 15.44s)
[2025-10-11 16:59:46] Progress: 2620/2730 (96.0%) | Rate: 0.11 sims/sec | ETA: 16.5 min | Last: Principal+Interest HV=$9,700,000 LD=10y AD=30y XIRR=N/A (⚡ Rust: 5.11s)
[2025-10-11 17:01:08] Progress: 2630/2730 (96.3%) | Rate: 0.11 sims/sec | ETA: 15.0 min | Last: Principal+Interest HV=$9,700,000 LD=20y AD=20y XIRR=N/A (⚡ Rust: 10.36s)
[2025-10-11 17:03:11] Progress: 2640/2730 (96.7%) | Rate: 0.11 sims/sec | ETA: 13.5 min | Last: Principal+Interest HV=$9,700,000 LD=30y AD=30y XIRR=N/A (⚡ Rust: 15.30s)
[2025-10-11 17:04:03] Progress: 2650/2730 (97.1%) | Rate: 0.11 sims/sec | ETA: 12.0 min | Last: Principal+Interest HV=$9,800,000 LD=10y AD=30y XIRR=N/A (⚡ Rust: 5.24s)
[2025-10-11 17:05:24] Progress: 2660/2730 (97.4%) | Rate: 0.11 sims/sec | ETA: 10.5 min | Last: Principal+Interest HV=$9,800,000 LD=20y AD=20y XIRR=N/A (⚡ Rust: 10.20s)
[2025-10-11 17:07:26] Progress: 2670/2730 (97.8%) | Rate: 0.11 sims/sec | ETA: 9.0 min | Last: Principal+Interest HV=$9,800,000 LD=30y AD=30y XIRR=N/A (⚡ Rust: 15.11s)
[2025-10-11 17:08:18] Progress: 2680/2730 (98.2%) | Rate: 0.11 sims/sec | ETA: 7.5 min | Last: Principal+Interest HV=$9,900,000 LD=10y AD=30y XIRR=N/A (⚡ Rust: 5.13s)
[2025-10-11 17:09:40] Progress: 2690/2730 (98.5%) | Rate: 0.11 sims/sec | ETA: 6.0 min | Last: Principal+Interest HV=$9,900,000 LD=20y AD=20y XIRR=N/A (⚡ Rust: 10.37s)
[2025-10-11 17:11:42] Progress: 2700/2730 (98.9%) | Rate: 0.11 sims/sec | ETA: 4.5 min | Last: Principal+Interest HV=$9,900,000 LD=30y AD=30y XIRR=N/A (⚡ Rust: 15.17s)
[2025-10-11 17:12:34] Progress: 2710/2730 (99.3%) | Rate: 0.11 sims/sec | ETA: 3.0 min | Last: Principal+Interest HV=$10,000,000 LD=10y AD=30y XIRR=N/A (⚡ Rust: 5.17s)
[2025-10-11 17:13:55] Progress: 2720/2730 (99.6%) | Rate: 0.11 sims/sec | ETA: 1.5 min | Last: Principal+Interest HV=$10,000,000 LD=20y AD=20y XIRR=N/A (⚡ Rust: 10.19s)
[2025-10-11 17:15:59] Progress: 2730/2730 (100.0%) | Rate: 0.11 sims/sec | ETA: 0.0 min | Last: Principal+Interest HV=$10,000,000 LD=30y AD=30y XIRR=N/A (⚡ Rust: 15.29s)
[2025-10-11 17:15:59] Completed! Total time: 409.6 minutes (6.83 hours)
[2025-10-11 17:15:59] Results saved to: profitability_results_1m.csv
[2025-10-11 17:15:59] Average time per simulation: 9.00 seconds
[2025-10-11 17:15:59] 🚀 Rust acceleration successful!
