Rust Profitability Sweep Started: 2025-10-11 09:23:30.869192
Parameters: 100,000 paths per scenario
Method: Optimized integrated path generation
Cash Rate: 3.1% (historical average)
Interest Rate Bug Fix: Applied (correct quarterly calculation)
================================================================================

[2025-10-11 09:23:30] Starting Rust profitability sweep with 100,000 Monte Carlo paths
[2025-10-11 09:23:30] Total combinations to test: 2,730
[2025-10-11 09:23:30] Using optimized integrated path generation 🚀
[2025-10-11 09:23:36] Progress: 10/2730 (0.4%) | Rate: 1.68 sims/sec | ETA: 26.9 min | Last: Principal+Interest HV=$1,000,000 LD=10y AD=30y XIRR=N/A (⚡ Rust: 0.59s)
[2025-10-11 10:01:18] Progress: 2440/2730 (89.4%) | Rate: 1.08 sims/sec | ETA: 4.5 min | Last: Principal+Interest HV=$9,100,000 LD=10y AD=30y XIRR=N/A (⚡ Rust: 0.54s)
[2025-10-11 10:01:26] Progress: 2450/2730 (89.7%) | Rate: 1.08 sims/sec | ETA: 4.3 min | Last: Principal+Interest HV=$9,100,000 LD=20y AD=20y XIRR=N/A (⚡ Rust: 1.05s)
[2025-10-11 10:01:39] Progress: 2460/2730 (90.1%) | Rate: 1.07 sims/sec | ETA: 4.2 min | Last: Principal+Interest HV=$9,100,000 LD=30y AD=30y XIRR=N/A (⚡ Rust: 1.55s)
[2025-10-11 10:01:44] Progress: 2470/2730 (90.5%) | Rate: 1.08 sims/sec | ETA: 4.0 min | Last: Principal+Interest HV=$9,200,000 LD=10y AD=30y XIRR=N/A (⚡ Rust: 0.58s)
[2025-10-11 10:01:53] Progress: 2480/2730 (90.8%) | Rate: 1.08 sims/sec | ETA: 3.9 min | Last: Principal+Interest HV=$9,200,000 LD=20y AD=20y XIRR=N/A (⚡ Rust: 1.04s)
[2025-10-11 10:02:06] Progress: 2490/2730 (91.2%) | Rate: 1.08 sims/sec | ETA: 3.7 min | Last: Principal+Interest HV=$9,200,000 LD=30y AD=30y XIRR=N/A (⚡ Rust: 1.55s)
[2025-10-11 10:02:11] Progress: 2500/2730 (91.6%) | Rate: 1.08 sims/sec | ETA: 3.6 min | Last: Principal+Interest HV=$9,300,000 LD=10y AD=30y XIRR=N/A (⚡ Rust: 0.52s)
[2025-10-11 10:02:20] Progress: 2510/2730 (91.9%) | Rate: 1.08 sims/sec | ETA: 3.4 min | Last: Principal+Interest HV=$9,300,000 LD=20y AD=20y XIRR=N/A (⚡ Rust: 1.05s)
[2025-10-11 10:02:32] Progress: 2520/2730 (92.3%) | Rate: 1.08 sims/sec | ETA: 3.3 min | Last: Principal+Interest HV=$9,300,000 LD=30y AD=30y XIRR=N/A (⚡ Rust: 1.53s)
[2025-10-11 10:02:37] Progress: 2530/2730 (92.7%) | Rate: 1.08 sims/sec | ETA: 3.1 min | Last: Principal+Interest HV=$9,400,000 LD=10y AD=30y XIRR=N/A (⚡ Rust: 0.52s)
[2025-10-11 10:02:46] Progress: 2540/2730 (93.0%) | Rate: 1.08 sims/sec | ETA: 2.9 min | Last: Principal+Interest HV=$9,400,000 LD=20y AD=20y XIRR=N/A (⚡ Rust: 1.02s)
[2025-10-11 10:02:58] Progress: 2550/2730 (93.4%) | Rate: 1.08 sims/sec | ETA: 2.8 min | Last: Principal+Interest HV=$9,400,000 LD=30y AD=30y XIRR=N/A (⚡ Rust: 1.56s)
[2025-10-11 10:03:03] Progress: 2560/2730 (93.8%) | Rate: 1.08 sims/sec | ETA: 2.6 min | Last: Principal+Interest HV=$9,500,000 LD=10y AD=30y XIRR=N/A (⚡ Rust: 0.52s)
[2025-10-11 10:03:11] Progress: 2570/2730 (94.1%) | Rate: 1.08 sims/sec | ETA: 2.5 min | Last: Principal+Interest HV=$9,500,000 LD=20y AD=20y XIRR=N/A (⚡ Rust: 1.05s)
[2025-10-11 10:03:24] Progress: 2580/2730 (94.5%) | Rate: 1.08 sims/sec | ETA: 2.3 min | Last: Principal+Interest HV=$9,500,000 LD=30y AD=30y XIRR=N/A (⚡ Rust: 1.52s)
[2025-10-11 10:03:29] Progress: 2590/2730 (94.9%) | Rate: 1.08 sims/sec | ETA: 2.2 min | Last: Principal+Interest HV=$9,600,000 LD=10y AD=30y XIRR=N/A (⚡ Rust: 0.63s)
[2025-10-11 10:03:37] Progress: 2600/2730 (95.2%) | Rate: 1.08 sims/sec | ETA: 2.0 min | Last: Principal+Interest HV=$9,600,000 LD=20y AD=20y XIRR=N/A (⚡ Rust: 1.01s)
[2025-10-11 10:03:49] Progress: 2610/2730 (95.6%) | Rate: 1.08 sims/sec | ETA: 1.9 min | Last: Principal+Interest HV=$9,600,000 LD=30y AD=30y XIRR=N/A (⚡ Rust: 1.54s)
[2025-10-11 10:03:54] Progress: 2620/2730 (96.0%) | Rate: 1.08 sims/sec | ETA: 1.7 min | Last: Principal+Interest HV=$9,700,000 LD=10y AD=30y XIRR=N/A (⚡ Rust: 0.51s)
[2025-10-11 10:04:02] Progress: 2630/2730 (96.3%) | Rate: 1.08 sims/sec | ETA: 1.5 min | Last: Principal+Interest HV=$9,700,000 LD=20y AD=20y XIRR=N/A (⚡ Rust: 1.03s)
[2025-10-11 10:04:15] Progress: 2640/2730 (96.7%) | Rate: 1.08 sims/sec | ETA: 1.4 min | Last: Principal+Interest HV=$9,700,000 LD=30y AD=30y XIRR=N/A (⚡ Rust: 1.51s)
[2025-10-11 10:04:20] Progress: 2650/2730 (97.1%) | Rate: 1.08 sims/sec | ETA: 1.2 min | Last: Principal+Interest HV=$9,800,000 LD=10y AD=30y XIRR=N/A (⚡ Rust: 0.53s)
[2025-10-11 10:04:28] Progress: 2660/2730 (97.4%) | Rate: 1.08 sims/sec | ETA: 1.1 min | Last: Principal+Interest HV=$9,800,000 LD=20y AD=20y XIRR=N/A (⚡ Rust: 1.02s)
[2025-10-11 10:04:40] Progress: 2670/2730 (97.8%) | Rate: 1.08 sims/sec | ETA: 0.9 min | Last: Principal+Interest HV=$9,800,000 LD=30y AD=30y XIRR=N/A (⚡ Rust: 1.51s)
[2025-10-11 10:04:45] Progress: 2680/2730 (98.2%) | Rate: 1.08 sims/sec | ETA: 0.8 min | Last: Principal+Interest HV=$9,900,000 LD=10y AD=30y XIRR=N/A (⚡ Rust: 0.51s)
[2025-10-11 10:04:53] Progress: 2690/2730 (98.5%) | Rate: 1.08 sims/sec | ETA: 0.6 min | Last: Principal+Interest HV=$9,900,000 LD=20y AD=20y XIRR=N/A (⚡ Rust: 1.03s)
[2025-10-11 10:05:05] Progress: 2700/2730 (98.9%) | Rate: 1.08 sims/sec | ETA: 0.5 min | Last: Principal+Interest HV=$9,900,000 LD=30y AD=30y XIRR=N/A (⚡ Rust: 1.50s)
[2025-10-11 10:05:10] Progress: 2710/2730 (99.3%) | Rate: 1.08 sims/sec | ETA: 0.3 min | Last: Principal+Interest HV=$10,000,000 LD=10y AD=30y XIRR=N/A (⚡ Rust: 0.51s)
[2025-10-11 10:05:19] Progress: 2720/2730 (99.6%) | Rate: 1.08 sims/sec | ETA: 0.2 min | Last: Principal+Interest HV=$10,000,000 LD=20y AD=20y XIRR=N/A (⚡ Rust: 1.01s)
[2025-10-11 10:05:31] Progress: 2730/2730 (100.0%) | Rate: 1.08 sims/sec | ETA: 0.0 min | Last: Principal+Interest HV=$10,000,000 LD=30y AD=30y XIRR=N/A (⚡ Rust: 1.49s)
[2025-10-11 10:05:31] Completed! Total time: 42.0 minutes (0.70 hours)
[2025-10-11 10:05:31] Results saved to: profitability_results_100k.csv
[2025-10-11 10:05:31] Average time per simulation: 0.92 seconds
[2025-10-11 10:05:31] 🚀 Rust acceleration successful!
